Transaction_Amount,Transaction_Time,Customer_Age,Customer_Region,Merchant_Category,Card_Type,Transaction_Mode,Previous_Fraud_Flag,Fraud
111.7,933.3,56,South,Retail,Prepaid,POS,0,0
3203.9,602.9,67,West,Travel,Prepaid,POS,0,1
2070.2,1505,27,North,Electronics,Prepaid,POS,0,0
1351,554.2,19,West,Food,Debit,ATM,0,0
1035,167.1,30,South,Travel,Prepaid,POS,0,0
3270.5,3747.2,55,East,Food,Credit,Online,0,0
2081.7,277.1,44,North,Food,Credit,POS,0,0
899.1,1264.8,58,East,Travel,Prepaid,ATM,0,0
3445.9,154.5,37,South,Electronics,Prepaid,Online,0,0
2825.8,399,57,North,Retail,Debit,ATM,0,0
4293.5,583.4,27,East,Electronics,Prepaid,POS,0,0
588.3,213.5,33,South,Health,Debit,ATM,0,0
3928.5,597.8,32,East,Health,Prepaid,ATM,0,0
3367.9,171,30,West,Retail,Debit,POS,0,0
575.9,818.7,67,West,Health,Prepaid,ATM,0,0
3474.4,1089.8,55,South,Food,Prepaid,ATM,0,0
2208.3,64.5,37,East,Health,Prepaid,ATM,1,0
4725,2049,41,South,Travel,Debit,Online,0,0
708.9,204.7,58,East,Food,Credit,ATM,0,0
3214.5,255.4,67,North,Electronics,Debit,POS,0,0
1910.5,1082.8,24,South,Retail,Prepaid,POS,0,1
4784.1,632.5,40,South,Travel,Credit,ATM,0,0
1650.5,691.9,41,East,Travel,Debit,POS,0,0
4811,137.1,46,South,Retail,Debit,Online,0,0
4507.5,1638.5,22,North,Health,Credit,POS,0,0
1352.6,959.9,60,East,Retail,Prepaid,POS,0,0
4017.9,145.5,62,East,Retail,Credit,ATM,0,0
4978,468.4,52,East,Health,Prepaid,Online,0,0
1264.1,1662.9,18,North,Electronics,Credit,Online,0,0
2184.4,840.2,53,North,Retail,Debit,POS,0,0
2601.4,115,68,South,Health,Debit,POS,0,0
1475.4,466.5,35,East,Travel,Debit,ATM,0,1
77.3,278,23,North,Retail,Prepaid,ATM,0,0
1101.4,728.7,40,West,Retail,Prepaid,Online,0,0
1410.4,1853.8,27,South,Electronics,Credit,ATM,1,0
2218.6,573.2,24,North,Electronics,Prepaid,Online,0,0
856.3,568,61,North,Travel,Prepaid,Online,0,0
4366.4,2357.6,25,North,Electronics,Credit,POS,0,0
3524.9,858.5,30,South,Travel,Prepaid,Online,0,0
426.9,835.2,47,North,Retail,Credit,Online,0,0
3250.8,303.7,35,North,Health,Prepaid,Online,0,0
3268.6,935.8,31,West,Electronics,Prepaid,Online,0,0
4781.1,857.8,28,West,Travel,Debit,POS,0,0
16.1,505.6,59,West,Electronics,Prepaid,ATM,0,0
1240.4,4677.3,55,North,Electronics,Credit,ATM,0,0
4639,2136.1,30,West,Food,Credit,Online,0,0
4660.7,1384.6,59,East,Retail,Debit,ATM,0,0
3603.2,770.8,61,West,Electronics,Credit,ATM,0,0
3829.1,620,50,West,Health,Debit,Online,0,0
458.3,204.4,67,North,Food,Prepaid,Online,0,0
2569.9,364.9,30,East,Travel,Debit,ATM,0,0
1158.7,1487,42,West,Travel,Prepaid,POS,0,0
906.9,604.7,41,North,Health,Credit,ATM,0,0
4051.7,2139.4,46,East,Health,Debit,Online,0,0
676.1,160.1,53,West,Retail,Credit,ATM,0,0
2343.8,710,23,North,Health,Credit,ATM,0,0
4693,1041.2,35,East,Travel,Credit,POS,0,0
930,727.4,45,West,Retail,Credit,ATM,0,0
4890,2200.3,22,East,Health,Credit,ATM,0,0
4971.4,4562.4,35,East,Health,Debit,Online,0,0
2778.5,123.1,54,North,Travel,Credit,POS,0,0
851.5,139.2,24,South,Retail,Debit,ATM,0,0
1581.2,139.6,26,East,Food,Debit,ATM,0,0
2123,1143.1,52,East,Food,Debit,Online,0,0
1547.3,466.3,29,East,Retail,Credit,Online,0,0
1403.9,1321.7,69,East,Health,Credit,POS,0,0
4861.2,520,63,East,Health,Debit,POS,0,0
767.7,987.8,57,South,Retail,Credit,POS,0,0
3666.9,1469.1,61,North,Food,Debit,Online,0,0
3.1,794.6,56,South,Electronics,Credit,Online,0,0
2981.3,775.5,41,North,Travel,Credit,Online,0,0
4579.8,92.4,26,South,Retail,Debit,Online,0,0
1440.4,529,29,North,Electronics,Credit,POS,0,0
928.4,789.2,53,West,Travel,Debit,POS,0,0
3258.7,619.9,54,East,Electronics,Debit,POS,0,0
3563.3,2310.4,26,North,Electronics,Credit,Online,0,0
3440.5,2370.1,56,North,Travel,Credit,Online,0,0
1597.3,1725.5,63,East,Electronics,Debit,Online,0,0
1261.8,470.5,69,West,Food,Debit,Online,0,0
4779.6,1263.4,39,East,Retail,Debit,ATM,0,0
4616.6,503,34,North,Food,Prepaid,POS,0,0
2287.1,264.7,50,North,Food,Credit,POS,0,1
4231.1,419.9,64,East,Travel,Prepaid,ATM,0,0
2262.2,73.6,41,South,Travel,Debit,POS,0,0
2122.5,403.1,32,East,Travel,Prepaid,Online,0,0
784.7,617.6,46,North,Electronics,Debit,POS,0,0
2132.6,3111.8,49,North,Electronics,Prepaid,Online,0,0
2687.5,376,50,North,Retail,Prepaid,Online,0,0
113.5,2327.4,46,West,Electronics,Credit,Online,0,0
2221.1,259.9,32,East,Retail,Credit,ATM,0,0
3907,211.9,44,West,Food,Prepaid,POS,0,1
3400.6,731.9,51,East,Retail,Debit,Online,0,0
3176.1,1116.3,21,West,Retail,Credit,POS,0,0
4547.9,45.3,66,South,Travel,Prepaid,ATM,0,1
91.1,249.8,65,North,Electronics,Debit,POS,0,1
2785.7,608.2,35,North,Health,Credit,POS,0,0
3937,402,38,East,Health,Prepaid,POS,0,0
2707.1,1247,65,North,Travel,Debit,POS,0,0
1620.2,715.7,25,West,Food,Debit,ATM,0,0
682.1,174.8,23,South,Food,Prepaid,POS,0,0
4437.9,2248.7,37,West,Food,Debit,Online,0,0
2354.3,346.6,19,West,Retail,Prepaid,ATM,0,0
4390.7,1313.5,68,East,Electronics,Debit,POS,0,0
2929.7,1513.7,62,North,Food,Prepaid,POS,0,0
3371.3,3301.1,39,West,Health,Credit,Online,0,0
4021.5,690.2,38,East,Retail,Debit,ATM,0,0
3296.1,956.7,23,West,Food,Prepaid,ATM,0,0
1990.9,407.8,49,West,Food,Prepaid,Online,0,0
2568.7,1133.8,23,West,Electronics,Debit,POS,0,0
4015.4,622.5,30,East,Electronics,Credit,POS,0,0
1868.9,575.6,18,South,Retail,Prepaid,ATM,0,0
1941.2,1934.3,39,West,Health,Credit,ATM,0,0
479.4,51.5,41,West,Travel,Debit,POS,0,0
4573,2136.8,58,East,Health,Credit,Online,0,0
456.1,1911,47,North,Electronics,Debit,Online,1,0
3241.4,706,39,South,Electronics,Prepaid,POS,0,0
2066.6,673.7,61,East,Travel,Credit,Online,0,0
2028.7,449.1,29,North,Health,Debit,ATM,0,0
3398.1,5145.4,43,East,Health,Prepaid,POS,0,0
336.4,117.8,21,East,Travel,Credit,Online,0,0
2968.9,892.1,36,South,Electronics,Debit,Online,0,0
3860.4,1144.7,33,South,Retail,Credit,ATM,1,0
4141.2,2723.1,29,South,Health,Prepaid,ATM,0,0
853.5,1515.1,50,South,Food,Prepaid,POS,0,0
4487.2,1032.4,38,North,Health,Debit,ATM,0,0
3281.1,124.2,53,West,Health,Credit,ATM,0,0
4409.4,468,26,East,Health,Credit,POS,0,0
2426.9,149.5,56,South,Electronics,Prepaid,Online,0,0
2710.6,2130.4,59,West,Food,Credit,ATM,0,0
4595.3,1384.8,62,North,Health,Credit,POS,0,0
4499.6,1416.9,25,South,Retail,Credit,ATM,0,0
2241.4,1056.3,37,East,Food,Debit,ATM,0,0
1372.8,707.3,27,West,Travel,Prepaid,Online,0,0
1966.5,162.5,49,South,Retail,Debit,ATM,0,0
1939.4,400,45,East,Travel,Prepaid,ATM,0,0
1435,147.2,27,West,Health,Debit,ATM,0,0
1343.6,1290.7,25,East,Electronics,Debit,Online,0,0
4305.5,174.6,69,North,Health,Debit,ATM,0,0
350.2,1211,64,South,Health,Credit,POS,0,0
3388.4,1178.5,50,South,Travel,Prepaid,POS,0,0
864.9,614.9,64,East,Health,Debit,Online,0,0
1723.2,145.3,66,West,Retail,Credit,Online,0,0
308.7,378,30,South,Electronics,Debit,Online,0,0
1350.6,385.8,61,East,Travel,Credit,ATM,0,0
3842.3,1205.3,52,North,Food,Debit,Online,0,0
4425.2,120.7,68,South,Health,Prepaid,POS,0,0
1108.4,1766.5,46,East,Travel,Prepaid,POS,0,0
2318.3,1431.3,22,West,Health,Debit,ATM,0,0
2352.1,206.2,20,South,Health,Debit,ATM,0,0
4368,1270,54,South,Travel,Debit,ATM,0,0
3814.2,1104.2,58,North,Retail,Debit,ATM,0,0
2565.9,1378.8,23,East,Food,Credit,POS,0,0
3354.1,209.4,65,West,Health,Prepaid,POS,0,0
4236.9,171.5,59,North,Retail,Credit,Online,0,0
48.7,269.8,33,North,Health,Prepaid,ATM,0,0
2015,455.5,52,North,Health,Debit,POS,0,0
4536.3,1578.3,35,East,Retail,Prepaid,POS,0,0
3701.8,1339.1,28,East,Health,Debit,Online,0,0
2714.7,2596.3,68,South,Food,Debit,POS,0,0
2648.7,60.4,40,East,Travel,Credit,POS,1,0
1739.5,11.6,64,North,Retail,Prepaid,ATM,0,0
2603.1,1201.1,28,East,Electronics,Credit,Online,0,0
3277.3,327.5,46,West,Health,Credit,ATM,0,0
2092.4,406.6,59,South,Travel,Credit,ATM,0,0
3571.1,791.4,44,North,Food,Credit,Online,0,0
4306.3,108,26,South,Food,Prepaid,Online,0,0
774.3,1029.2,52,East,Electronics,Prepaid,ATM,0,0
2258.3,393.3,26,South,Food,Credit,ATM,0,0
2040.7,1001.6,35,South,Travel,Prepaid,ATM,0,0
3437.6,1795.8,61,East,Electronics,Debit,ATM,0,0
1250.1,187.7,38,South,Retail,Prepaid,Online,0,0
3201.6,2671.8,65,East,Electronics,Credit,POS,0,0
4387.6,756.5,53,North,Retail,Debit,Online,0,0
2091.2,2563,18,South,Food,Debit,POS,0,0
4555.2,232.9,44,West,Travel,Debit,Online,0,0
4965.8,927.8,62,West,Health,Debit,ATM,0,0
531.4,517.3,57,North,Electronics,Debit,POS,0,0
1166,1488.2,55,East,Food,Credit,Online,0,0
4751.9,931.2,46,East,Travel,Credit,Online,1,0
4791.7,682.2,57,South,Health,Debit,Online,0,0
489.4,2441.7,36,South,Electronics,Credit,ATM,0,0
76,473.4,41,West,Travel,Prepaid,Online,0,0
806.3,248.4,61,West,Food,Credit,Online,0,0
4980.1,936.8,18,East,Electronics,Prepaid,ATM,0,0
900.8,978.2,53,West,Electronics,Credit,POS,0,0
2513.2,578.2,40,East,Retail,Prepaid,POS,0,0
4242.2,666.7,30,North,Retail,Prepaid,ATM,0,0
103,3207.8,47,North,Electronics,Debit,POS,1,0
3022.8,1319.3,66,West,Travel,Credit,Online,1,0
1385.9,117.2,68,South,Food,Debit,Online,0,0
4311.8,238.4,68,West,Health,Prepaid,POS,0,0
1418,3712.2,54,West,Retail,Credit,POS,0,0
3434.1,1296.3,28,West,Food,Credit,POS,0,1
3371.4,2465.6,24,South,Electronics,Debit,ATM,0,0
1108.2,362.2,52,West,Food,Credit,POS,0,0
175,1354.3,28,South,Food,Credit,ATM,0,0
2046.8,1251.8,66,West,Food,Credit,POS,0,0
1446.7,349.1,60,South,Electronics,Prepaid,ATM,0,0
4045.1,800.3,64,South,Retail,Debit,ATM,0,0
4002,987.3,68,South,Health,Prepaid,Online,0,0
2285.7,656.1,57,South,Travel,Debit,POS,1,0
3033,1755.5,65,South,Retail,Prepaid,Online,0,0
3021.7,1789,38,North,Health,Prepaid,Online,0,0
4136,1901.1,64,East,Electronics,Prepaid,ATM,0,0
2125.6,1626.7,20,East,Health,Prepaid,ATM,0,1
1378,669.6,47,South,Electronics,Debit,ATM,0,0
1325.9,480.4,41,East,Health,Credit,ATM,0,0
2681.4,1780.1,55,South,Retail,Debit,Online,0,0
2246.3,673.7,20,West,Electronics,Credit,ATM,0,1
2201.2,282.9,54,North,Food,Debit,Online,0,0
456.6,707.9,50,West,Electronics,Debit,Online,0,0
3593.3,153,39,West,Electronics,Debit,POS,0,0
1069.5,1176.5,48,South,Health,Debit,POS,0,0
985.6,409.4,63,West,Electronics,Prepaid,ATM,0,0
2064.4,302,29,North,Health,Debit,Online,0,0
1139.7,3135.2,62,West,Retail,Debit,Online,0,1
2919.7,1500,31,North,Electronics,Credit,Online,0,0
1857.9,1546.8,29,North,Food,Prepaid,POS,0,1
2245.1,977.4,44,South,Food,Prepaid,Online,0,0
2686.3,1827.4,30,North,Retail,Debit,Online,0,0
1018.5,1423.6,41,West,Food,Debit,Online,0,0
779.6,913.2,55,South,Health,Prepaid,POS,0,0
4402.2,3247.4,64,North,Electronics,Prepaid,ATM,0,0
2169.2,212.7,65,North,Travel,Debit,ATM,0,0
2061.1,2871.4,26,East,Electronics,Debit,ATM,0,0
179,513.2,25,South,Electronics,Debit,POS,0,0
2490.4,751.6,54,East,Travel,Credit,POS,0,0
2771.3,131,32,North,Food,Prepaid,ATM,0,0
2794.6,776.8,24,East,Food,Credit,ATM,0,0
3535.4,944.7,41,West,Electronics,Prepaid,POS,0,0
888.2,6075.5,66,West,Food,Prepaid,ATM,0,0
1261.9,3696.6,33,North,Health,Prepaid,Online,0,0
4053.8,3393.1,41,East,Health,Prepaid,POS,1,0
4735.9,428.3,60,East,Travel,Prepaid,ATM,0,0
680.5,4740.6,24,South,Electronics,Debit,ATM,0,0
2488.8,607.8,60,West,Health,Credit,POS,0,0
1071.7,1909.4,45,West,Retail,Credit,POS,0,0
301.3,243.8,19,South,Food,Prepaid,Online,0,0
1628.2,704.9,51,West,Electronics,Credit,POS,0,0
719.3,3381.8,55,East,Health,Credit,POS,0,0
3550,2938.1,20,East,Travel,Debit,Online,0,0
2669.1,1151.2,18,West,Health,Prepaid,ATM,0,0
720,1598.6,48,South,Retail,Debit,POS,0,0
47.2,194.1,40,North,Health,Credit,ATM,0,0
4041,1278.9,37,North,Electronics,Prepaid,Online,0,0
881.8,962.5,33,North,Travel,Prepaid,POS,0,0
3031.5,96,63,North,Travel,Prepaid,Online,0,0
1685.3,120.1,49,East,Retail,Prepaid,ATM,0,0
2927.8,114.8,34,North,Electronics,Prepaid,Online,0,0
1579,1288.6,35,East,Retail,Prepaid,POS,1,0
435.6,152.8,21,East,Retail,Debit,POS,0,0
1115.5,630.6,52,North,Retail,Debit,ATM,0,0
941.1,441.6,57,North,Health,Credit,ATM,0,0
2140.7,799.6,53,North,Food,Prepaid,ATM,1,1
3291.8,1225.8,40,West,Health,Prepaid,ATM,0,0
1319.8,1154.3,32,West,Electronics,Debit,POS,0,0
61.3,724.7,30,South,Retail,Credit,POS,0,0
2595.2,624.2,31,East,Retail,Credit,POS,0,0
3029.2,507.2,31,North,Food,Prepaid,Online,1,1
4814.4,1979.8,54,West,Travel,Credit,Online,0,0
2947.8,401.7,22,South,Retail,Credit,ATM,0,0
2356.4,300.2,39,East,Health,Prepaid,ATM,0,0
2867.4,1359.9,45,East,Retail,Prepaid,ATM,0,0
4639.6,445.9,62,East,Electronics,Prepaid,POS,0,0
4142.1,1877.3,21,West,Food,Debit,Online,1,0
1615.6,397.3,67,North,Travel,Prepaid,ATM,0,0
1187,1210.5,55,North,Electronics,Credit,ATM,0,0
1313.9,46.2,46,East,Health,Debit,POS,0,0
2522.6,487,54,East,Electronics,Credit,Online,0,0
3720.5,420.4,52,South,Retail,Debit,ATM,0,0
2516.6,1696.5,37,South,Food,Prepaid,ATM,0,0
339.9,3412.9,52,East,Retail,Credit,ATM,0,0
3618.2,617.8,52,South,Food,Debit,ATM,0,0
4030,1742,37,West,Health,Credit,Online,1,0
1448.2,1203,19,East,Electronics,Prepaid,Online,0,0
3321,3423,69,South,Food,Debit,ATM,0,0
2133.5,1666.6,35,East,Electronics,Credit,POS,0,0
4445.7,80.6,47,North,Food,Debit,ATM,0,0
4226.3,1249.3,59,West,Retail,Prepaid,POS,0,0
2627.6,766.8,46,East,Food,Debit,ATM,0,0
3457.8,16.6,56,North,Food,Debit,ATM,0,0
4416.9,289.4,69,East,Travel,Credit,POS,0,0
2479.1,2547.9,39,North,Health,Debit,ATM,1,0
1566.9,2604.5,46,South,Retail,Prepaid,Online,0,0
3768.6,1603.7,63,North,Retail,Credit,POS,0,0
1101.1,4005.2,27,West,Electronics,Debit,Online,1,0
1943.3,1642.7,37,West,Food,Prepaid,POS,0,0
4328.8,10.3,33,South,Food,Prepaid,Online,0,0
3622.4,339.4,23,East,Food,Debit,ATM,0,0
2019.7,31.1,34,West,Retail,Debit,ATM,0,0
1074.5,98.8,23,South,Travel,Credit,POS,0,0
1780.5,247,39,West,Electronics,Prepaid,Online,0,0
1421.2,700.3,35,South,Food,Prepaid,ATM,0,0
881.3,1880.8,49,West,Travel,Prepaid,Online,0,0
3716.9,1980.3,45,South,Health,Debit,Online,0,0
1261.1,957.6,59,West,Retail,Debit,POS,0,0
2271.4,2633.5,27,East,Health,Debit,ATM,0,0
1929.9,693.3,58,North,Retail,Credit,POS,0,0
4910.4,2198.5,39,West,Electronics,Prepaid,POS,0,0
1956.1,605.3,45,South,Health,Prepaid,ATM,0,0
400.8,324.7,32,East,Electronics,Debit,Online,0,0
450,2481.9,60,West,Electronics,Credit,POS,0,0
2954.2,490.9,46,South,Electronics,Credit,ATM,0,0
2997.2,700,24,North,Health,Credit,Online,0,0
2094.4,398.8,67,South,Health,Credit,Online,0,0
2159.8,1087.2,51,West,Health,Credit,Online,0,0
270.6,5304.6,49,South,Food,Debit,POS,0,0
2583.2,25.8,19,South,Electronics,Debit,POS,0,0
2524.2,2301.1,43,North,Food,Debit,ATM,0,0
748.6,3.9,62,West,Retail,Prepaid,Online,0,0
520.1,452.9,28,West,Health,Credit,Online,0,0
618.7,184.7,42,North,Travel,Credit,ATM,0,0
506,1416.1,36,East,Retail,Prepaid,Online,0,0
3048.9,51.9,37,South,Electronics,Credit,Online,0,0
983.2,806.3,50,South,Electronics,Credit,ATM,1,0
1257.9,349.5,34,South,Food,Credit,ATM,0,0
868.7,143.5,69,West,Health,Credit,POS,0,0
4789.2,1477.6,47,West,Health,Credit,POS,0,1
4273.2,245.2,35,South,Retail,Debit,POS,0,0
1153.2,253.2,49,West,Retail,Credit,ATM,0,0
1638.5,321.7,57,North,Retail,Debit,POS,0,0
1050.3,883.7,62,North,Travel,Debit,Online,0,0
2459.9,1077.8,21,West,Travel,Debit,POS,0,0
99,17.8,49,South,Electronics,Debit,POS,0,0
3357.2,276.9,36,South,Electronics,Prepaid,POS,0,0
2616.3,563.8,20,South,Electronics,Debit,ATM,0,0
4493.3,403.4,55,South,Health,Prepaid,Online,0,0
822.8,2155.6,45,West,Electronics,Prepaid,ATM,0,0
4020.7,1549.8,55,East,Food,Debit,Online,0,0
3960,983.2,23,East,Retail,Credit,POS,0,0
636.8,412.6,57,South,Health,Credit,POS,0,0
1993.4,1206.2,34,South,Travel,Debit,Online,0,0
851.6,1855.6,59,South,Retail,Debit,ATM,0,0
1274.3,903.4,22,East,Electronics,Prepaid,ATM,0,0
1317,1534.6,36,North,Travel,Prepaid,POS,0,0
2781.6,1382.7,60,East,Travel,Credit,Online,0,0
2057.6,848,59,West,Travel,Prepaid,Online,0,1
4738.7,374.2,52,East,Retail,Prepaid,Online,0,0
632.7,1369.6,39,West,Health,Debit,Online,0,0
4868.5,231.7,41,South,Retail,Prepaid,POS,1,0
1154,1511.8,27,West,Food,Prepaid,ATM,0,0
3864.6,1632.4,19,South,Electronics,Prepaid,POS,0,0
1695.5,1726.8,45,North,Health,Credit,Online,0,0
716.3,640.4,58,South,Health,Debit,ATM,0,0
4289.6,213.8,54,South,Electronics,Credit,POS,0,0
1545,105.1,34,North,Food,Debit,Online,0,0
3294.6,1360.1,23,South,Travel,Debit,POS,0,0
2832.7,2173.9,60,South,Electronics,Prepaid,Online,0,0
2359.3,1052.2,22,South,Travel,Credit,POS,0,0
2479.6,155.7,56,East,Electronics,Credit,POS,0,0
3661.5,2731.8,24,West,Retail,Prepaid,POS,0,0
439.8,4519.2,49,South,Food,Credit,Online,0,0
3341.2,568.1,21,East,Food,Debit,ATM,0,0
4479.2,903.4,38,South,Electronics,Debit,ATM,0,0
289.9,1501.6,59,West,Food,Debit,Online,1,1
704.1,1333.3,49,South,Travel,Prepaid,ATM,0,0
3583.4,3435.4,35,West,Food,Credit,ATM,0,0
2187,122,50,East,Food,Debit,POS,0,0
2018.3,869.2,31,East,Food,Prepaid,POS,0,0
685.7,1177.4,23,South,Health,Debit,Online,0,0
2534.3,2208.2,28,North,Electronics,Debit,Online,0,0
633.6,2072.3,63,West,Retail,Credit,POS,0,0
2383.6,3816.7,37,South,Retail,Prepaid,Online,0,0
3818.3,717.6,46,East,Health,Debit,Online,1,0
1292.1,1776.4,52,South,Health,Debit,ATM,0,0
2404.5,557.4,33,West,Retail,Prepaid,Online,1,0
4960.1,548.7,65,South,Travel,Prepaid,Online,0,0
3433.6,292.2,24,West,Retail,Credit,POS,0,0
4206.9,1705.1,57,East,Retail,Debit,Online,0,0
2074.8,4255.6,53,North,Electronics,Credit,POS,0,0
3839.5,296.2,61,North,Retail,Debit,Online,0,0
203.5,57.8,61,East,Retail,Credit,ATM,0,0
615.4,1690.3,48,East,Food,Debit,POS,0,0
1016.1,968.2,59,South,Health,Prepaid,Online,0,0
2010.4,3211.4,61,East,Retail,Credit,Online,1,0
4228.9,290.7,60,East,Retail,Prepaid,ATM,0,0
1732,73.7,60,West,Travel,Debit,Online,0,0
3273.5,678.1,64,South,Retail,Prepaid,ATM,0,0
3546.9,89.3,23,West,Electronics,Credit,POS,0,0
2931.3,303.5,46,South,Travel,Credit,POS,0,0
1786.9,134.6,44,South,Retail,Prepaid,Online,0,0
2885.7,253.8,60,North,Electronics,Debit,POS,1,0
1712,112.2,19,North,Health,Credit,ATM,0,0
420.3,3077.1,39,East,Retail,Debit,ATM,0,0
4964,326.5,26,South,Health,Credit,Online,0,0
636.8,586.8,28,East,Retail,Debit,ATM,0,0
362.7,2288.8,33,West,Travel,Debit,ATM,0,0
4392.8,1131.1,62,East,Travel,Prepaid,ATM,0,0
1509.9,962.4,30,West,Electronics,Debit,Online,1,1
3251.8,1222.7,35,North,Food,Credit,POS,0,0
1645.7,1765.1,42,North,Electronics,Prepaid,ATM,0,0
1957.9,2101,50,West,Retail,Credit,POS,0,0
1311.3,1029,69,West,Health,Prepaid,POS,0,0
1715.9,2207.3,27,West,Health,Prepaid,Online,0,0
2054.1,766.6,47,East,Retail,Debit,Online,0,1
3602.4,324.7,68,West,Food,Debit,POS,0,0
2558.2,2120.9,66,South,Food,Credit,Online,0,1
4717.9,779.7,18,West,Food,Credit,POS,0,0
210.4,2365.9,50,North,Retail,Debit,ATM,0,0
2515.8,41,66,West,Travel,Credit,POS,1,0
2921.5,506.7,32,North,Travel,Credit,POS,0,0
4601.1,2952.8,46,North,Retail,Debit,ATM,0,0
246.7,287.2,19,East,Travel,Prepaid,Online,0,0
2867.9,2839.3,28,West,Food,Debit,POS,0,0
4268.3,3077,51,North,Travel,Credit,Online,0,0
1210.4,2138.3,69,South,Retail,Prepaid,ATM,0,0
4381.6,829.4,58,West,Travel,Debit,POS,0,0
96.2,1041.1,36,West,Travel,Prepaid,POS,0,0
3662.5,2037.3,19,North,Travel,Credit,POS,0,0
4665.6,1495.6,65,East,Travel,Prepaid,POS,0,1
3286.3,994.5,37,East,Retail,Credit,Online,0,0
2195.7,4031.9,58,West,Electronics,Debit,Online,0,0
225.4,1157.3,69,West,Travel,Prepaid,ATM,0,0
4600.6,3708.3,48,East,Electronics,Prepaid,Online,0,0
2352,59.1,21,East,Retail,Prepaid,POS,0,0
146,149.6,46,South,Health,Credit,ATM,0,0
3449.4,600.5,47,West,Electronics,Debit,POS,1,0
2409.7,485.9,30,West,Retail,Debit,POS,0,0
622.6,1526.6,32,West,Health,Credit,ATM,0,0
1072.1,175.1,37,East,Travel,Prepaid,POS,0,0
323.4,3733.7,51,North,Retail,Credit,POS,0,0
2871.9,378.4,45,South,Food,Credit,ATM,0,0
3110.5,560.2,37,East,Health,Debit,Online,0,0
2529.2,321.2,67,East,Food,Credit,ATM,0,0
4085.7,866,42,South,Travel,Prepaid,ATM,0,0
4305.2,60.4,44,West,Travel,Credit,ATM,0,0
3078.5,162.1,47,North,Electronics,Credit,Online,0,0
64.8,1369.6,58,South,Travel,Credit,ATM,1,0
3476.5,206.4,37,North,Electronics,Prepaid,Online,0,0
2090.6,268.6,18,West,Health,Credit,POS,0,0
2828.2,1575,52,North,Food,Debit,ATM,0,0
3245.8,97.9,66,West,Health,Credit,POS,0,0
1751.8,575.3,60,East,Food,Credit,POS,0,0
4585.6,23.3,41,West,Retail,Debit,Online,0,0
670.7,425.9,42,South,Health,Debit,POS,0,0
3357.9,1200.6,57,South,Retail,Debit,POS,0,0
22.8,94.4,29,West,Food,Debit,ATM,1,0
4623.3,2192.2,28,West,Electronics,Debit,POS,0,1
563.4,2402.4,47,East,Health,Debit,ATM,0,0
475.3,110.9,30,East,Health,Prepaid,POS,0,0
1665.7,4681.2,64,West,Electronics,Credit,Online,0,0
1868.5,353.2,42,North,Electronics,Prepaid,POS,0,0
1072.3,87.8,69,East,Travel,Prepaid,Online,0,0
2926,5.1,42,South,Travel,Debit,ATM,0,0
2215.1,525.1,34,East,Food,Credit,ATM,0,0
171.8,993.7,29,East,Health,Prepaid,POS,0,0
1598.9,403.7,68,East,Electronics,Credit,POS,0,0
4052.4,1812.3,69,East,Electronics,Credit,ATM,0,1
3448.8,1260.9,28,West,Retail,Debit,ATM,0,0
3624.6,431,27,East,Travel,Credit,ATM,0,0
3490.9,1325.4,34,North,Retail,Prepaid,Online,0,0
1555.6,2821.6,62,East,Electronics,Prepaid,POS,0,0
499.2,97.7,33,East,Health,Debit,ATM,0,0
1363.1,365.4,69,South,Health,Prepaid,ATM,0,0
4159.1,622.4,37,East,Retail,Debit,POS,0,0
4902.4,689.1,66,South,Travel,Prepaid,POS,1,0
2469.7,781.3,22,South,Food,Prepaid,Online,0,0
49.5,357.6,58,West,Health,Debit,ATM,0,0
701.1,1100.4,49,South,Food,Credit,POS,0,0
1611.1,1035.9,44,South,Travel,Debit,Online,0,0
2893.3,862.3,21,North,Retail,Credit,ATM,0,0
376.4,120.8,58,North,Travel,Credit,Online,0,0
4716.8,648.1,65,South,Electronics,Debit,POS,0,0
1826.1,440.4,24,West,Travel,Debit,Online,0,0
4563,675.4,63,North,Retail,Debit,ATM,0,0
3902.8,2549.3,31,North,Retail,Credit,POS,0,0
3777.4,654.9,56,West,Travel,Credit,ATM,0,0
3034,14.1,41,East,Retail,Credit,Online,0,0
3134.3,577.7,65,North,Electronics,Credit,Online,0,0
3190.4,1718.4,35,South,Food,Debit,Online,0,0
3144,1514.4,55,South,Travel,Debit,POS,0,0
2769.1,720.3,56,South,Retail,Credit,Online,0,0
4932.1,287.4,68,West,Food,Prepaid,POS,0,0
3661.7,625.7,57,South,Electronics,Debit,Online,0,0
3885,829.4,18,East,Travel,Prepaid,Online,0,0
4362.4,8959.1,34,West,Retail,Prepaid,POS,0,0
1079,1033.3,43,North,Food,Prepaid,POS,0,0
419.9,1185,68,West,Electronics,Credit,POS,0,0
2415,676.2,39,South,Health,Debit,ATM,0,0
2570.9,437.7,56,West,Retail,Prepaid,Online,0,0
4146.1,1676.4,35,West,Electronics,Credit,ATM,0,0
2219.5,683.1,55,West,Food,Debit,Online,0,0
2854.7,5238.2,45,West,Travel,Credit,Online,0,0
2635.8,610.9,38,East,Food,Debit,Online,0,0
192,70.4,55,West,Travel,Debit,Online,0,0
3076.5,1147.5,50,South,Electronics,Credit,ATM,0,0
4140.4,47.8,47,North,Electronics,Prepaid,Online,0,0
